54	511
-468	303
-512	-76
-512	55
-507	362
-311	511
-254	511
-497	201
-403	-381
177	-512
511	-360
449	-437
188	-512
-134	-512
-408	-494
-512	-259
-512	-215
-198	-482
199	-512
46	-512
21	-512
414	-343
511	-19
511	-151
472	-435
238	-512
-81	-512
-370	-509
-512	-311
-512	4
-512	67
-378	-355
-61	-512
-188	-512
-450	-444
-512	-190
-512	119
-482	408
-451	444
-512	-24
-220	-511
339	-449
511	102
144	511
-410	402
-512	-177
-66	-512
459	-344
490	252
-24	511
-433	483
-304	511
1	511
292	511
508	370
511	74
511	36
337	419
-246	511
-512	45
-512	-388
-512	-264
-512	-216
-198	-482
200	-512
56	-512
-512	-186
-512	-48
-512	16
-394	-378
177	-512
511	-81
343	447
-248	475
-512	248
-490	372
-459	408
-509	-94
-431	-493
-507	-370
-512	-292
-132	-512
434	-366
511	199
54	511
-480	291
-493	-280
24	-512
448	-461
323	-512
273	-512
511	-154
402	396
-178	511
-512	98
-339	-431
13	-512
-100	-512
-381	-498
-512	-273
-512	12
-512	302
-368	511
-75	511
236	511
472	419
511	151
511	-160
511	-208
480	252
-22	511
-512	220
-449	-339
104	-512
502	-410
399	-489
108	-512
-202	-512
-242	-512
241	-492
511	-37
266	464
-131	511
21	511
80	511
-362	406
-512	-124
-131	-512
434	-366
511	199
54	511
-468	303
-512	81
-344	-447
250	-491
511	12
275	495
-314	444
-512	-83
-202	-512
380	-404
511	177
360	511
437	449
511	188
511	-134
493	-408
259	-512
215	-512
497	-217
448	339
-104	511
-506	393
-420	462
-129	511
187	511
210	511
-248	463
-512	234
-511	340
-311	511
4	511
67	511
-361	392
-512	-170
-122	-512
315	-512
187	-512
-137	-512
-417	-488
-512	-258
-512	63
-512	132
-417	-296
-118	-512
-243	-512
-322	-512
171	-494
511	-328
464	-422
212	-512
-85	-512
-368	-499
-512	-291
-512	0
-512	313
-512	373
-512	-107
-390	-508
-450	-434
-512	-171
-512	137
-487	417
-252	511
-215	511
-484	206
-512	-186
-512	-48
-331	511
-29	511
268	511
498	394
511	364
114	511
-436	343
-477	-248
-248	-512
-369	-490
-439	-453
25	-512
506	-204
412	369
90	511
203	511
476	410
511	143
511	110
313	458
-259	493
-512	-22
-238	-511
318	-436
511	-146
511	-278
511	-335
511	164
374	511
446	436
506	390
56	511
-477	278
-468	-312
37	-512
503	-204
432	375
-110	511
-504	392
-412	471
-379	509
-512	67
-344	-459
252	-490
511	22
208	497
-172	511
-43	511
283	511
511	390
511	110
511	-190
442	-443
201	-512
-104	-512
-399	-493
-512	-274
-512	42
-512	80
-421	-359
109	-512
511	-132
380	435
-185	511
-512	81
-344	-447
-167	-512
-445	-472
-464	-432
15	-512
440	-470
323	-512
241	-512
489	-203
412	378
-141	511
-512	132
-366	-435
198	-512
511	-52
511	394
511	271
511	215
217	497
-339	448
-512	-102
-155	-512
387	-387
511	-39
511	-148
473	-435
229	-512
-97	-512
-373	-509
-512	-306
-512	-1
-512	304
-383	511
-92	511
227	511
279	511
-192	511
-512	55
-319	-480
258	-493
511	26
452	460
507	345
511	35
511	-273
511	-321
506	169
81	511
-435	338
-512	-39
-512	82
-512	148
-455	-300
37	-512
493	-202
511	214
511	92
511	-231
420	-471
390	-505
511	-56
304	479
-264	476
-512	230
-512	321
-331	511
-29	511
-383	-507
93	-512
511	-199
385	371
56	511
162	511
432	473
511	208
511	131
272	446
-130	511
-9	511
315	511
511	348
511	288
143	511
-409	402
-502	-177
-306	-512
-409	-491
-512	-239
-512	84
-507	361
-308	511
-241	511
-477	201
-512	-215
-512	-91
-512	-36
-334	-411
13	-512
-107	-512
-399	-493
-512	-272
-512	14
-512	310
-361	511
-64	511
10	511
-367	378
-512	36
-512	130
-474	416
-238	511
82	511
380	504
390	488
-92	511
-512	199
-413	-378
124	-512
511	-131
355	434
-213	511
-512	55
-281	-478
299	-491
511	27
437	469
500	375
511	52
511	-259
412	-476
148	-512
-167	-512
-445	-472
-512	128
-344	-434
250	-507
511	-37
503	402
511	332
511	14
511	-318
511	-383
511	100
380	511
435	445
511	171
511	-149
511	-210
480	252
-22	511
-498	209
